season,team,P1_name,P1_salary,P2_name,P2_salary,P3_name,P3_salary,P4_name,P4_salary,P5_name,P5_salary,P6_name,P6_salary,P7_name,P7_salary,P8_name,P8_salary,P9_name,P9_salary,P10_name,P10_salary,P11_name,P11_salary,P12_name,P12_salary,P13_name,P13_salary,P14_name,P14_salary,P15_name,P15_salary
2020,Atlanta Hawks,Danilo Gallinari,19500000.0,B. Bogdanovic,18000000.0,Clint Capela,18000000.0,Tony Snell,12178571.0,Louis Williams,8000000.0,De'Andre Hunter,7422000.0,Trae Young,6571800.0,Onyeka Okongwu,5813640.0,Kris Dunn,4767000.0,Cam Reddish,4458000.0,John Collins,4137302.0,Kevin Huerter,2761920.0,Solomon Hill,2174318.0,Brandon Goodwin,1701593.0,Bruno Fernando,1517981.0
2020,Boston Celtics,Kemba Walker,34379100.0,Jaylen Brown,25035118.0,Evan Fournier,17150000.0,Marcus Smart,12946428.0,Jayson Tatum,9897120.0,Tristan Thompson,9258000.0,Romeo Langford,3631200.0,Aaron Nesmith,3458400.0,Grant Williams,2498760.0,Luke Kornet,2250000.0,Moritz Wagner,2161920.0,Payton Pritchard,2035800.0,Robert Williams,2029920.0,Semi Ojeleye,1752950.0,Carsen Edwards,1517981.0
2020,Brooklyn Nets,James Harden,41254920.0,Kevin Durant,40108950.0,Kyrie Irving,33722850.0,Joe Harris,16071429.0,S. Dinwiddie,11454048.0,DeAndre Jordan,10375678.0,Jeff Green,2564753.0,Landry Shamet,2090040.0,Tyler Johnson,2028594.0,T. Luwawu-Cabarrot,1824003.0,Bruce Brown,1663861.0,Nic Claxton,1517981.0,Blake Griffin,1229676.0,L. Aldridge,878340.0,Iman Shumpert,803044.0
2020,Charlotte Hornets,Gordon Hayward,28500000.0,Terry Rozier,18900000.0,Cody Zeller,15415730.0,Nicolas Batum,9043478.0,LaMelo Ball,7839960.0,Malik Monk,5345687.0,PJ Washington,4023600.0,Miles Bridges,3934320.0,Bismack Biyombo,3500000.0,Brad Wanamaker,2250000.0,Devonte' Graham,1663861.0,Jalen McDaniels,1517981.0,Caleb Martin,1517981.0,Cody Martin,1517981.0,Vernon Carey Jr.,1350000.0
2020,Chicago Bulls,Nikola Vucevic,26000000.0,Zach LaVine,19500000.0,Thaddeus Young,13545000.0,Tomas Satoransky,10000000.0,Al-Farouq Aminu,9720900.0,C. Felicio,7529020.0,Patrick Williams,7068360.0,Lauri Markkanen,6731508.0,Coby White,5572680.0,Daniel Theis,5000000.0,Garrett Temple,4767000.0,Denzel Valentine,4642800.0,Troy Brown Jr.,3372840.0,Ryan Arcidiacono,3000000.0,Javonte Green,1517981.0
2020,Cleveland Cavaliers,Kevin Love,31258256.0,Andre Drummond,27957238.0,Taurean Prince,12250000.0,Larry Nance Jr.,11709091.0,Cedi Osman,8840580.0,Darius Garland,6720720.0,Isaac Okoro,6400920.0,Collin Sexton,4991880.0,Jarrett Allen,3909902.0,M. Dellavedova,2174318.0,Dylan Windler,2137440.0,Damyean Dotson,2000000.0,Thon Maker,1737145.0,I. Hartenstein,1620564.0,Dean Wade,1517981.0
2020,Dallas Mavericks,K. Porzingis,29467800.0,Tim Hardaway Jr.,18975000.0,JJ Redick,13013700.0,Dwight Powell,11080125.0,Josh Richardson,10865952.0,Maxi Kleber,8475000.0,Luka Doncic,8049360.0,W. Cauley-Stein,4100000.0,D. Finney-Smith,4000000.0,Nicolo Melli,3897436.0,Boban Marjanovic,3500000.0,Trey Burke,3000000.0,Josh Green,2816760.0,Jose Juan Barea,2564753.0,Jalen Brunson,1663861.0
2020,Denver Nuggets,Nikola Jokic,29542010.0,Jamal Murray,27285000.0,Aaron Gordon,18136364.0,Will Barton,13723214.0,Paul Millsap,10100000.0,JaMychal Green,7199760.0,JaVale McGee,4200000.0,M. Porter,3550800.0,Facundo Campazzo,3200000.0,Zeke Nnaji,2379840.0,Bol Bol,2058240.0,Gary Clark,2000000.0,PJ Dozier,1762796.0,Monte Morris,1723707.0,Vlatko Cancar,1517981.0
2020,Detroit Pistons,Blake Griffin,32670565.0,Jerami Grant,19050000.0,Cory Joseph,12600000.0,Mason Plumlee,8000000.0,Dennis Smith Jr.,5686677.0,Killian Hayes,5307120.0,Rodney McGruder,5192307.0,Josh Jackson,4767000.0,Sekou Doumbouya,3449400.0,Isaiah Stewart,3121080.0,Dewayne Dedmon,2866667.0,Saddiq Bey,2689920.0,Wayne Ellington,2564753.0,Dzanan Musa,2002800.0,Jahlil Okafor,1882867.0
2020,Golden State Warriors,Stephen Curry,43006362.0,Klay Thompson,35361360.0,Andrew Wiggins,29542010.0,Draymond Green,22246956.0,Kelly Oubre Jr.,14375000.0,James Wiseman,8730240.0,Kevon Looney,4821429.0,Kent Bazemore,2320044.0,Jordan Poole,2063280.0,Damion Lee,1762796.0,Mychal Mulder,1517981.0,Alen Smailagic,1517981.0,Eric Paschall,1517981.0,J. Toscano-Anderson,943963.0,Shaun Livingston,666666.0
2020,Houston Rockets,John Wall,41254920.0,Eric Gordon,16869267.0,Christian Wood,13015874.0,Kelly Olynyk,12819650.0,Dante Exum,9600000.0,DJ Augustin,6666667.0,Avery Bradley,5635000.0,D.J. Wilson,4548280.0,Danuel House Jr.,3717000.0,DeMarcus Cousins,2331593.0,Ben McLemore,2283034.0,Bruno Caboclo,2028594.0,David Nwaba,1824003.0,Kevin Porter Jr.,1717981.0,Sterling Brown,1678854.0
2020,Indiana Pacers,Malcolm Brogdon,20700000.0,Domantas Sabonis,19800000.0,Myles Turner,18000000.0,Caris LeVert,16203704.0,TJ Warren,12000000.0,Jeremy Lamb,10500000.0,Doug McDermott,7333333.0,Justin Holiday,5720400.0,T.J. McConnell,3500000.0,Goga Bitadze,2957520.0,Aaron Holiday,2345640.0,Monta Ellis,2245400.0,Edmond Sumner,2160000.0,Jakarr Sampson,1882867.0,Jalen Lecque,1517981.0
2020,Los Angeles Clippers,Paul George,35450412.0,Kawhi Leonard,34379100.0,M. Morris,14883721.0,Patrick Beverley,13333333.0,Serge Ibaka,9258000.0,Rajon Rondo,7500000.0,Ivica Zubac,7000000.0,Luke Kennard,5273826.0,P. Patterson,3077704.0,Nicolas Batum,2564753.0,Reggie Jackson,2331593.0,Terance Mann,1517981.0,Daniel Oturu,898310.0,DeMarcus Cousins,720239.0,Amir Coffey,578842.0
