season,team,P1_name,P1_salary,P2_name,P2_salary,P3_name,P3_salary,P4_name,P4_salary,P5_name,P5_salary,P6_name,P6_salary,P7_name,P7_salary,P8_name,P8_salary,P9_name,P9_salary,P10_name,P10_salary,P11_name,P11_salary,P12_name,P12_salary,P13_name,P13_salary,P14_name,P14_salary,P15_name,P15_salary
2022,Houston Rockets,John Wall,40866760.0,Derrick Favors,10183800.0,Danny Green,9710528.0,Jalen Green,9441840.0,Jabari Smith,8882640.0,Jae'Sean Tate,7065217.0,John Wall,6479000.0,Justin Holiday,5418154.0,Moe Harkless,4564980.0,Ty Jerome,4220057.0,Boban Marjanovic,4101478.0,Alperen Sengun,3375360.0,Tari Eason,3359160.0,Kevin Porter Jr.,3217631.0,Usman Garuba,2471160.0
2022,Indiana Pacers,Myles Turner,35096500.0,Buddy Hield,21177750.0,Daniel Theis,8694369.0,TJ McConnell,8100000.0,B. Mathurin,6586800.0,Goga Bitadze,4765339.0,Jalen Smith,4670160.0,T. Haliburton,4215120.0,George Hill,4000000.0,Chris Duarte,3936960.0,James Johnson,3841067.0,Aaron Nesmith,3804360.0,Serge Ibaka,2905851.0,Jordan Nwora,2800000.0,Isaiah Jackson,2573760.0
2022,Los Angeles Clippers,Kawhi Leonard,42492492.0,Paul George,42492492.0,Eric Gordon,19568360.0,Norman Powell,16758621.0,M. Morris,16372093.0,Robert Covington,12307692.0,Nicolas Batum,10843350.0,Ivica Zubac,10123457.0,Mason Plumlee,9080417.0,Amir Coffey,3395062.0,Bones Hyland,2201520.0,Terance Mann,1930681.0,BJ Boston,1563518.0,Jason Preston,1563518.0,R. Westbrook,784914.0
2022,Los Angeles Lakers,LeBron James,44474988.0,Anthony Davis,37980720.0,D'Angelo Russell,31377750.0,Malik Beasley,15558035.0,Mo Bamba,10300000.0,Lonnie Walker IV,6479000.0,Rui Hachimura,6263188.0,J. Vanderbilt,4374000.0,Dennis Schroder,2641682.0,Troy Brown Jr.,1968175.0,Davon Reed,1902133.0,Wenyen Gabriel,1878720.0,Austin Reaves,1563518.0,Max Christie,1017781.0,S. Pippen,508891.0
2022,Memphis Grizzlies,Jaren Jackson Jr,28946605.0,Steven Adams,17926829.0,Tyus Jones,15000000.0,Luke Kennard,13745455.0,Ja Morant,12119440.0,Dillon Brooks,11400000.0,Ziaire Williams,4591680.0,Brandon Clarke,4343919.0,Jake LaRavia,3047640.0,David Roddy,2588640.0,John Konchar,2300000.0,Desmond Bane,2130240.0,Santi Aldama,2094120.0,Killian Tillie,1901625.0,Xavier Tillman,1782621.0
2022,Miami Heat,Jimmy Butler,37653300.0,Bam Adebayo,30351780.0,Kyle Lowry,28333334.0,Duncan Robinson,16902000.0,Victor Oladipo,8750000.0,Caleb Martin,6479000.0,Tyler Herro,5722116.0,Kevin Love,3114138.0,Udonis Haslem,2905851.0,Nikola Jovic,2239920.0,Max Strus,1815677.0,Gabe Vincent,1815677.0,H. Highsmith,1752638.0,Omer Yurtseven,1752638.0,Cody Zeller,743922.0
2022,Milwaukee Bucks,G. Antetokounmpo,42492492.0,Khris Middleton,37984276.0,Jrue Holiday,34319520.0,Brook Lopez,13906976.0,Bobby Portis,10843350.0,Jae Crowder,10183800.0,Grayson Allen,8925000.0,Joe Ingles,6479000.0,Pat Connaughton,5728393.0,Wesley Matthews,2905851.0,Marjon Beauchamp,2485200.0,Jevon Carter,2100000.0,T. Antetokounmpo,1878720.0,S. Mamukelashvili,758395.0,Meyers Leonard,713558.0
2022,Minnesota Timberwolves,Rudy Gobert,38172414.0,K. Towns,33833400.0,Mike Conley,22680000.0,Anthony Edwards,10733400.0,Kyle Anderson,8780488.0,Taurean Prince,7100000.0,N. Alexander-Walker,5009633.0,Austin Rivers,2905851.0,W. Moore,2306520.0,Bryn Forbes,2298385.0,Jaden McDaniels,2161440.0,J. McLaughlin,2160000.0,Jaylen Nowell,1930681.0,Naz Reid,1930681.0,Nathan Knight,1836090.0
2022,New Orleans Pelicans,CJ McCollum,33333333.0,Brandon Ingram,31650600.0,J. Valanciunas,14700000.0,Zion Williamson,13534817.0,Josh Richardson,12196094.0,Larry Nance Jr.,9672727.0,Jaxson Hayes,6803012.0,Dyson Daniels,5508600.0,Garrett Temple,5155500.0,Kira Lewis Jr.,4004280.0,Trey Murphy,3206520.0,W. Hernangomez,2443581.0,Herbert Jones,1785000.0,Naji Marshall,1782621.0,Jose Alvarado,1563518.0
2022,New York Knicks,Jalen Brunson,27733332.0,Julius Randle,23760000.0,Evan Fournier,18000000.0,M. Robinson,17045454.0,Derrick Rose,14520730.0,Josh Hart,12960000.0,RJ Barrett,10900634.0,I. Hartenstein,8854879.0,Obi Toppin,5348280.0,I. Quickley,2316240.0,Quentin Grimes,2277000.0,Jericho Sims,1639842.0,Miles McBride,1563518.0,DaQuan Jeffries,799403.0,Trevor Keels,520589.0
2022,Oklahoma City Thunder,S. Gilgeous-Alexander,30913750.0,Kemba Walker,27431078.0,Luguentz Dort,15277778.0,Chet Holmgren,9891240.0,Dario Saric,9240000.0,Josh Giddey,6287400.0,JaMychal Green,5571403.0,David Nwaba,5022000.0,Ousmane Dieng,4569840.0,Jalen Williams,4341480.0,Trey Burke,3423750.0,A. Pokusevski,3261480.0,Tre Mann,3046200.0,Sterling Brown,3000000.0,Lindy Waters III,2316876.0
2022,Orlando Magic,Jonathan Isaac,17400000.0,Markelle Fultz,16500000.0,Wendell Carter,14150000.0,Patrick Beverley,13000000.0,Gary Harris,13000000.0,Paolo Banchero,11055120.0,Terrence Ross,10581484.0,Jalen Suggs,6922320.0,Franz Wagner,5258280.0,Cole Anthony,3613680.0,Chuma Okeke,3433320.0,R.J. Hampton,2412840.0,Bol Bol,2200000.0,Caleb Houstan,2000000.0,Moritz Wagner,1878720.0
2022,Philadelphia 76ers,Tobias Harris,37633050.0,Joel Embiid,33616770.0,James Harden,33000000.0,P.J. Tucker,10490000.0,D. Melton,8250000.0,Furkan Korkmaz,5000000.0,Danuel House Jr.,4105000.0,Georges Niang,3465000.0,Tyrese Maxey,2726880.0,Montrezl Harrell,2463490.0,Jaden Springer,2125200.0,Shake Milton,1997718.0,Jalen McDaniels,1930681.0,Paul Reed,1782621.0,Dewayne Dedmon,835014.0
2022,Phoenix Suns,Kevin Durant,44119845.0,Devin Booker,33833400.0,Deandre Ayton,30913750.0,Chris Paul,28400000.0,Landry Shamet,9500000.0,Cameron Payne,6000000.0,Torrey Craig,5121951.0,Darius Bazley,4264628.0,Bismack Biyombo,2905851.0,T.J. Warren,2628597.0,Damion Lee,2133278.0,Josh Okogie,1968175.0,Jock Landale,1563518.0,Terrence Ross,918516.0,I. Wainright,855057.0
2022,Portland Trail Blazers,Damian Lillard,42492492.0,Anfernee Simons,22321429.0,Jerami Grant,20955000.0,Jusuf Nurkic,15625000.0,Shaedon Sharpe,6012960.0,Cam Reddish,5954454.0,Matisse Thybulle,4379526.0,Nassir Little,4171548.0,Justise Winslow,4097561.0,Kevin Knox II,3000000.0,Andrew Nicholson,2844429.0,Keon Johnson,2681040.0,Drew Eubanks,1968175.0,Ryan Arcidiacono,1836090.0,Greg Brown,1563518.0
2022,Sacramento Kings,De'Aaron Fox,30351780.0,Domantas Sabonis,21100000.0,Harrison Barnes,18352273.0,Kevin Huerter,14508929.0,Richaun Holmes,11215260.0,Malik Monk,9472219.0,Keegan Murray,8008440.0,Davion Mitchell,4833600.0,Terence Davis,4000000.0,Alex Len,3918600.0,M. Dellavedova,2628597.0,Trey Lyles,2625000.0,Chimezie Metu,1910860.0,KZ Okpala,1902133.0,Kessler Edwards,1637966.0
2022,San Antonio Spurs,Doug McDermott,13750000.0,Danilo Gallinari,13000000.0,Devonte' Graham,11550000.0,Zach Collins,7350000.0,Khem Birch,6667500.0,Romeo Langford,5634257.0,Jeremy Sochan,5063520.0,Dewayne Dedmon,4700000.0,Devin Vassell,4437000.0,Josh Primo,4144320.0,Gorgui Dieng,4105236.0,Keldon Johnson,3873024.0,Malaki Branham,2925600.0,Charles Bassey,2600000.0,Blake Wesley,2385480.0
2022,Toronto Raptors,Pascal Siakam,35448672.0,Fred VanVleet,21250000.0,OG Anunoby,17357143.0,Gary Trent Jr.,17280000.0,Chris Boucher,12690000.0,Jakob Poeltl,9398148.0,Thaddeus Young,8000000.0,Scottie Barnes,7644600.0,Otto Porter Jr.,6000000.0,Precious Achiuwa,2840160.0,J. Hernangomez,2298385.0,Malachi Flynn,2145720.0,S. Mykhailiuk,1878720.0,Dalano Banton,1563518.0,Christian Koloko,1500000.0
2022,Utah Jazz,R. Westbrook,46295265.0,Collin Sexton,16700000.0,Lauri Markkanen,16475454.0,Jordan Clarkson,13340000.0,Kelly Olynyk,12804878.0,T. Horton-Tucker,10260000.0,Rudy Gay,6184500.0,Ochai Agbaji,3918360.0,S. Fontecchio,3205128.0,Walker Kessler,2696400.0,Stanley Johnson,2351521.0,Damian Jones,2298385.0,Udoka Azubuike,2174880.0,J. Toscano-Anderson,2133278.0,Saben Lee,1752638.0
2022,Washington Wizards,Bradley Beal,43279250.0,K. Porzingis,33833400.0,Will Barton,14375000.0,Kyle Kuzma,13000000.0,Monte Morris,9125000.0,Delon Wright,7804878.0,Kendrick Nunn,5250000.0,Deni Avdija,4916160.0,Johnny Davis,4810320.0,Corey Kispert,3552840.0,Taj Gibson,2905851.0,Daniel Gafford,1930681.0,Anthony Gill,1836090.0,Vernon Carey Jr.,1782621.0,Isaiah Todd,1575000.0
